Date,Channel,Campaign,Spend (TL),Impressions,Clicks,Acquired_Customers,Revenue (TL),Product_Cost (TL),ROI (%),CAC (TL)
2025-05-23,Google Ads,New Product,1938.38,92618,2370,53,11481.02,3857.79,293.28,36.57
2024-07-20,Facebook,Summer Sale,536.13,18905,2624,40,3869.64,3606.78,-50.97,13.4
2024-07-29,Twitter,Summer Sale,2643.09,4098,259,73,12317.49,1098.75,324.46,36.21
2025-02-16,Facebook,New Product,2596.79,28020,673,39,6797.44,4527.68,-12.59,66.58
2024-07-25,Facebook,New Product,2367.11,58272,1855,10,14706.81,2380.13,420.75,236.71
2024-11-18,Instagram,Black Friday,3715.57,52339,4318,29,11188.37,1502.33,160.69,128.12
2024-10-01,Organic,New Product,4170.9,85488,3799,40,11129.95,3281.07,88.18,104.27
2025-03-29,Google Ads,Holiday Discount,3766.41,11985,4592,30,13741.19,1074.52,236.31,125.55
2025-05-13,Twitter,Holiday Discount,762.14,9283,60,2,6727.08,4539.68,187.01,381.07
2024-12-10,Organic,Holiday Discount,3129.19,47323,810,82,8641.74,4274.63,39.56,38.16
2025-05-05,Google Ads,Holiday Discount,447.6,38708,1377,28,11699.67,2335.26,1992.14,15.99
2024-09-21,Organic,Holiday Discount,3488.38,71298,1227,47,8488.96,969.47,115.56,74.22
2024-09-19,Facebook,Black Friday,1940.1,6054,2420,32,8940.72,2492.59,232.36,60.63
2024-11-04,Facebook,Summer Sale,705.87,79812,3658,88,5522.49,762.71,574.31,8.02
2025-05-01,Organic,New Product,4317.15,72317,1026,78,5818.96,1363.85,3.2,55.35
2025-02-02,Affiliate,Summer Sale,3089.34,64304,2542,89,14009.25,2424.01,275.01,34.71
2024-08-21,Google Ads,New Product,1805.89,17471,2439,89,185.19,125.28,-96.68,20.29
2025-01-06,Facebook,Black Friday,202.1,84561,2507,32,1996.28,3833.3,-1008.97,6.32
2025-05-05,Instagram,Black Friday,2709.69,71949,3723,27,18981.32,1000.64,563.57,100.36
2024-07-24,Facebook,Brand Awareness,4619.97,73956,2602,54,3821.66,4335.72,-111.13,85.56
2024-12-25,Facebook,Brand Awareness,3002.08,40678,4185,96,8420.61,130.85,176.13,31.27
2025-03-18,Google Ads,Black Friday,4859.67,55325,1532,56,17008.73,2670.02,195.06,86.78
2025-01-30,Email,Black Friday,725.43,27527,2360,31,102.04,3887.72,-621.85,23.4
2024-07-22,Facebook,New Product,2863.11,44250,3791,24,18511.07,1204.98,504.45,119.3
2024-07-13,Google Ads,Black Friday,4000.72,13029,3889,35,1164.42,3543.61,-159.47,114.31
2025-02-26,Organic,Summer Sale,2651.43,42583,2805,30,3500.29,3609.92,-104.13,88.38
2025-03-05,Organic,New Product,500.78,70368,872,97,679.16,3196.46,-602.68,5.16
2024-06-28,Instagram,Black Friday,2935.29,69147,3647,55,10438.45,1833.98,193.14,53.37
2024-05-31,Facebook,New Product,3078.1,9353,510,64,18867.58,3929.62,385.3,48.1
2025-02-01,Email,New Product,3657.11,60336,4362,33,16796.83,3149.6,273.17,110.82
2024-10-09,Facebook,Holiday Discount,3818.0,44042,1790,46,12831.0,2960.13,158.54,83.0
2024-11-12,Google Ads,Brand Awareness,3865.32,94125,2174,91,3791.22,4099.42,-107.97,42.48
2024-11-05,Organic,New Product,3334.05,41996,1494,97,17404.98,1238.3,384.9,34.37
2024-06-25,Google Ads,New Product,1118.27,91957,3147,33,15120.03,1177.79,1146.77,33.89
2025-01-03,Google Ads,Holiday Discount,2050.97,77604,4519,68,5410.27,1944.51,68.98,30.16
2024-09-01,Google Ads,Black Friday,3891.84,56918,703,64,16121.27,384.2,304.36,60.81
2025-01-11,Google Ads,New Product,4769.46,69882,3591,30,17555.31,1700.22,232.43,158.98
2024-11-30,Google Ads,Holiday Discount,440.79,37822,793,79,13994.7,2043.23,2611.38,5.58
2025-04-30,Affiliate,Summer Sale,2700.91,49760,902,29,2097.64,2485.39,-114.36,93.13
2025-04-03,Facebook,Holiday Discount,1596.99,5200,4976,62,19686.51,1284.99,1052.26,25.76
2024-10-10,Google Ads,Brand Awareness,1165.7,48259,1611,92,1612.42,4536.08,-350.81,12.67
2025-01-04,Google Ads,Brand Awareness,2553.76,9527,3995,96,13124.03,1439.69,357.53,26.6
2025-04-12,Twitter,Black Friday,3050.14,11535,2726,30,2299.45,4260.72,-164.3,101.67
2024-11-17,Instagram,Black Friday,98.37,18944,1368,12,18117.73,2235.86,16045.03,8.2
2024-10-18,Facebook,Brand Awareness,3912.02,41290,171,67,7064.56,3596.42,-11.35,58.39
2025-01-14,Twitter,Brand Awareness,4108.42,70700,4304,15,10278.91,572.29,136.26,273.89
2025-05-08,Facebook,New Product,4829.28,96558,3777,10,3657.36,2732.29,-80.84,482.93
2025-05-24,Facebook,Brand Awareness,944.19,13438,356,86,10976.59,4804.91,553.65,10.98
2024-11-07,Google Ads,Black Friday,2993.04,65344,4032,61,18782.91,3337.93,416.03,49.07
2024-10-03,Facebook,Brand Awareness,2161.8,89640,1162,23,18042.5,4105.04,544.72,93.99
2024-11-26,Facebook,Black Friday,1707.4,59005,4896,11,1371.53,1320.13,-96.99,155.22
2024-06-04,Email,Summer Sale,2849.89,71388,1946,16,7627.34,4004.84,27.11,178.12
2024-08-11,Facebook,Brand Awareness,3922.8,73249,4736,49,5421.88,1769.24,-6.89,80.06
2024-06-29,Instagram,Black Friday,164.11,62083,395,80,9679.09,2435.69,4313.75,2.05
2024-10-22,Google Ads,Holiday Discount,4848.53,69719,3961,14,16691.21,956.03,224.54,346.32
2025-02-03,Google Ads,New Product,4058.91,32354,198,6,14803.15,2438.78,204.62,676.48
2024-07-21,Facebook,Black Friday,3768.21,74568,1089,42,6945.17,2588.2,15.62,89.72
2025-04-11,Twitter,Brand Awareness,3813.92,80811,1440,17,7715.05,3119.19,20.5,224.35
2024-12-08,Facebook,Brand Awareness,1975.85,19793,3954,95,13119.67,4345.8,344.06,20.8
2025-03-09,Email,Summer Sale,3770.52,38066,4926,42,3965.08,1538.16,-35.63,89.77
2024-07-12,Facebook,Holiday Discount,1964.51,85454,167,10,2144.29,4921.0,-241.34,196.45
2024-07-01,Google Ads,Black Friday,4498.6,72135,753,46,4927.51,4241.5,-84.75,97.8
2025-04-15,Google Ads,Holiday Discount,927.25,33771,4433,84,2568.25,2026.55,-41.58,11.04
2024-06-29,Facebook,Summer Sale,1497.12,14440,3005,49,7104.49,1148.78,297.81,30.55
2025-05-10,Google Ads,New Product,2779.12,12289,2074,9,18757.56,376.04,561.42,308.79
2024-10-21,Google Ads,Holiday Discount,1630.09,50178,4588,79,2493.96,1187.13,-19.83,20.63
2025-01-27,Organic,Summer Sale,2149.97,71697,4446,39,16384.61,4424.92,456.27,55.13
2024-10-08,Google Ads,Black Friday,2487.49,67500,4395,2,10739.5,1474.32,272.47,1243.74
2024-10-21,Instagram,New Product,4288.95,82478,2007,68,12694.77,707.14,179.5,63.07
2024-07-11,Facebook,Brand Awareness,2639.8,50223,4831,52,3484.64,132.92,26.97,50.77
2024-06-25,Instagram,Summer Sale,1844.18,39369,2849,88,3112.33,1502.45,-12.7,20.96
2025-05-27,Instagram,Brand Awareness,1276.29,15184,1047,82,3338.6,1096.44,75.68,15.56
2024-11-29,Facebook,New Product,2072.95,69483,455,11,13374.55,528.97,519.68,188.45
2024-11-05,Facebook,Summer Sale,2602.89,72774,2898,37,14980.99,4756.41,292.82,70.35
2024-07-14,Organic,Summer Sale,3743.27,14156,293,90,18412.87,1352.76,355.75,41.59
2025-04-20,Twitter,New Product,649.19,3411,2464,72,8024.03,50.76,1128.19,9.02
2025-04-01,Google Ads,Black Friday,1146.97,16674,3906,22,9293.19,4722.49,298.5,52.14
2025-03-29,Google Ads,Summer Sale,1929.29,9308,1655,52,9444.94,2901.0,239.19,37.1
2025-01-18,Twitter,New Product,1833.97,69460,482,5,5470.97,432.41,174.74,366.79
2025-03-31,Facebook,Holiday Discount,1989.15,1576,4328,2,6631.83,176.48,224.53,994.58
2024-07-03,Instagram,Brand Awareness,3977.93,15641,2856,5,16951.72,557.09,312.14,795.59
2025-01-28,Facebook,Summer Sale,1654.56,75499,1191,99,6940.07,2965.62,140.21,16.71
2025-02-12,Google Ads,Holiday Discount,2534.4,90827,4176,32,17395.01,328.12,573.41,79.2
2025-02-23,Instagram,Summer Sale,3138.34,99264,3074,19,6174.83,2849.34,5.96,165.18
2024-06-17,Instagram,Black Friday,1199.28,51907,1222,4,6863.67,3269.65,199.68,299.82
2024-10-07,Google Ads,New Product,3607.54,42139,3506,87,11249.59,754.93,190.91,41.47
2025-03-29,Instagram,Summer Sale,2758.2,85325,4247,46,2152.22,2452.4,-110.88,59.96
2024-09-16,Organic,New Product,2261.57,40651,1145,83,18449.04,4820.12,502.63,27.25
2025-04-11,Instagram,Summer Sale,4058.43,58315,3955,26,16425.96,4185.71,201.6,156.09
2024-06-16,Google Ads,Black Friday,1255.3,94435,2902,50,13443.03,3622.35,682.34,25.11
2024-12-22,Instagram,Black Friday,4421.72,16658,2505,26,19763.69,2598.32,288.21,170.07
2025-01-26,Organic,Holiday Discount,2827.19,39907,3973,71,418.39,1983.49,-155.36,39.82
2024-07-17,Organic,Black Friday,3065.42,80720,1440,32,8280.1,2268.14,96.12,95.79
2024-11-04,Email,New Product,4381.54,64917,4975,97,17181.03,3827.76,204.76,45.17
2025-04-12,Google Ads,Black Friday,4097.03,32747,2886,44,8717.04,2780.4,44.9,93.11
2025-01-14,Organic,Summer Sale,3027.73,79501,667,26,204.3,3827.98,-219.68,116.45
2024-11-10,Email,Black Friday,3778.28,77029,2646,61,3239.31,4849.97,-142.63,61.94
2024-09-22,Google Ads,New Product,2194.93,53140,4436,88,8738.04,3209.76,151.87,24.94
2024-07-20,Facebook,Summer Sale,2759.52,55936,2519,51,13392.16,3023.46,275.74,54.11
2024-06-07,Facebook,Holiday Discount,357.25,27178,4326,59,3336.82,2042.69,262.25,6.06
2024-07-16,Email,Holiday Discount,494.8,68750,2752,87,9016.06,999.83,1520.09,5.69
2024-08-08,Google Ads,Holiday Discount,4155.66,9000,3215,38,354.49,1883.52,-136.79,109.36
2024-07-20,Instagram,Summer Sale,345.37,9065,309,26,9602.26,2610.08,1924.55,13.28
2024-11-02,Twitter,Holiday Discount,888.53,63404,3228,45,17928.9,193.58,1896.03,19.75
2024-06-09,Organic,Black Friday,3989.37,2085,2341,31,11975.68,2389.51,140.29,128.69
2024-10-31,Twitter,Summer Sale,55.67,50325,4480,70,8869.05,4313.5,8083.13,0.8
2024-11-19,Affiliate,Summer Sale,1447.9,70068,1096,45,3328.96,4883.59,-207.37,32.18
2025-04-16,Google Ads,Summer Sale,2940.99,63063,4416,31,4128.13,4280.63,-105.19,94.87
2025-05-01,Email,Brand Awareness,2997.48,18622,4107,61,1622.55,876.47,-75.11,49.14
2025-04-01,Facebook,New Product,3896.91,64902,3261,48,14873.98,791.97,261.36,81.19
2025-03-20,Twitter,Brand Awareness,2554.33,5834,1457,45,1634.99,1978.69,-113.46,56.76
2025-02-27,Facebook,Brand Awareness,2571.54,86733,1450,60,7740.58,1142.64,156.58,42.86
2024-09-07,Affiliate,Brand Awareness,3640.29,13008,1059,61,15021.91,3386.45,219.63,59.68
2024-10-22,Email,New Product,2518.19,79498,3456,52,14285.17,441.1,449.76,48.43
2024-10-27,Organic,Brand Awareness,3062.03,48229,3652,52,11592.89,2229.72,205.78,58.89
2024-08-26,Google Ads,Holiday Discount,4493.98,9012,4277,76,11469.02,1416.17,123.7,59.13
2025-03-27,Google Ads,Summer Sale,2037.18,52125,2865,81,1897.53,2985.11,-153.39,25.15
2024-06-18,Organic,Summer Sale,1956.37,86702,1794,62,3580.81,3989.38,-120.88,31.55
2024-08-11,Google Ads,Black Friday,67.57,85164,2598,26,10741.41,4619.34,8960.34,2.6
2024-09-27,Organic,Holiday Discount,3086.46,10849,1595,67,7026.8,4819.99,-28.5,46.07
2025-03-29,Google Ads,New Product,197.37,42372,184,79,476.85,1768.95,-754.66,2.5
2024-07-02,Email,Summer Sale,2545.54,14767,4912,49,15983.52,4282.12,359.68,51.95
2024-12-11,Facebook,Brand Awareness,4030.96,81647,2909,88,13110.88,2967.98,151.62,45.81
2024-09-03,Email,Black Friday,2772.11,40989,3528,94,6583.13,3467.43,12.39,29.49
2024-09-05,Email,Black Friday,1384.7,41582,4915,44,2054.28,4258.63,-259.19,31.47
2025-04-06,Facebook,Summer Sale,3941.53,45370,2191,36,11864.9,667.96,184.08,109.49
2025-05-14,Google Ads,Holiday Discount,1385.1,46052,1314,53,7036.14,4738.09,65.91,26.13
2025-05-22,Google Ads,Black Friday,3678.51,46289,1822,44,5182.25,2746.04,-33.77,83.6
2025-02-15,Instagram,Summer Sale,3070.78,22565,214,91,14457.24,1693.3,315.66,33.74
2025-04-01,Instagram,Holiday Discount,891.48,54164,4470,22,6630.19,1706.88,452.26,40.52
2024-07-21,Organic,Summer Sale,4530.41,69125,3037,2,2807.36,3759.98,-121.03,2265.2
2025-04-20,Instagram,Summer Sale,1043.19,51281,669,7,9684.91,3399.73,502.5,149.03
2024-10-05,Facebook,Holiday Discount,4948.46,58988,280,16,16586.47,3652.81,161.37,309.28
2025-02-25,Facebook,Holiday Discount,86.19,76285,2830,88,17008.21,1279.92,18148.39,0.98
2024-10-20,Google Ads,Holiday Discount,1354.24,89219,3201,94,17001.93,867.58,1091.4,14.41
2024-11-07,Facebook,Summer Sale,1039.31,71037,1427,44,8476.3,3614.86,367.76,23.62
2025-01-12,Affiliate,Black Friday,119.27,24423,1941,65,15839.59,1506.43,11917.41,1.83
2024-08-03,Twitter,New Product,3675.22,85693,3802,91,17019.59,1127.73,332.41,40.39
2024-11-04,Facebook,New Product,3482.46,85705,4022,73,9244.81,1088.75,134.2,47.7
2024-06-28,Instagram,Summer Sale,3972.14,89860,3282,71,6442.91,759.04,43.09,55.95
2025-03-10,Organic,Summer Sale,1320.66,2706,452,69,14069.09,2145.54,802.85,19.14
2024-10-24,Facebook,Black Friday,2249.46,52753,2824,61,18098.94,1319.52,645.93,36.88
2025-05-28,Google Ads,Holiday Discount,3312.61,94755,4530,30,19445.83,4471.45,352.04,110.42
2024-12-03,Google Ads,Summer Sale,2226.85,42334,2657,42,5875.47,3451.92,8.83,53.02
2024-06-18,Instagram,Brand Awareness,3501.76,68148,1240,91,19127.8,3724.43,339.88,38.48
2024-08-24,Affiliate,Holiday Discount,3188.17,83374,438,74,10035.72,2029.98,151.11,43.08
2025-01-04,Email,Summer Sale,617.51,96963,3454,25,6190.09,3009.04,415.14,24.7
2024-07-16,Google Ads,Brand Awareness,3916.16,51627,1823,82,19769.12,2513.97,340.61,47.76
2024-10-18,Google Ads,Black Friday,3617.35,16546,839,71,17568.38,853.91,362.06,50.95
2025-03-29,Organic,Brand Awareness,3296.38,49735,1544,57,13879.09,258.31,313.2,57.83
2024-08-09,Organic,Summer Sale,817.71,75581,2801,95,17909.35,3423.92,1671.46,8.61
2024-10-03,Email,New Product,1376.58,26299,1597,32,13661.61,623.44,847.14,43.02
2024-11-16,Email,Summer Sale,1996.23,67927,870,50,8864.04,305.6,328.73,39.92
2024-12-15,Google Ads,New Product,1435.65,44347,4086,75,18966.19,2220.5,1066.42,19.14
2024-10-20,Organic,Black Friday,1177.66,42221,1529,10,19268.63,3695.37,1222.39,117.77
2025-03-30,Organic,Black Friday,4036.52,41776,2419,22,6352.08,3848.96,-37.99,183.48
2025-01-21,Facebook,Holiday Discount,3209.25,99203,4115,95,7152.47,4369.88,-13.29,33.78
2024-12-08,Organic,Holiday Discount,2849.09,16948,3180,41,7716.14,1012.09,135.3,69.49
2024-12-25,Google Ads,New Product,1168.47,26118,1513,47,16460.7,4928.41,886.96,24.86
2025-02-09,Google Ads,New Product,4594.48,80693,1957,14,15843.8,3820.78,161.68,328.18
2024-09-03,Google Ads,Black Friday,996.36,18021,3115,3,19663.99,802.92,1793.0,332.12
2024-06-08,Google Ads,Brand Awareness,3985.01,74892,3695,88,9357.75,4206.79,29.26,45.28
2024-08-25,Facebook,New Product,4835.03,58964,4078,78,14761.67,2504.82,153.5,61.99
2025-03-17,Facebook,New Product,3649.11,49215,4015,53,17148.74,351.4,360.31,68.85
2024-11-04,Instagram,Brand Awareness,4964.65,2223,4896,16,4502.49,677.57,-22.96,310.29
2024-08-24,Instagram,Holiday Discount,3272.7,37110,1366,61,12449.05,2180.79,213.76,53.65
2024-07-08,Facebook,Holiday Discount,1126.43,91162,231,28,10999.38,2661.92,640.17,40.23
2024-06-24,Google Ads,New Product,1058.91,97453,2704,35,14882.26,4738.51,857.94,30.25
2024-06-07,Email,Holiday Discount,1656.59,22526,1010,2,13939.02,1094.25,675.37,828.3
2024-06-24,Facebook,Holiday Discount,85.29,75392,4250,61,16274.57,2381.04,16189.75,1.4
2024-11-07,Facebook,Holiday Discount,3424.41,39829,2704,56,6291.79,1144.93,50.3,61.15
2024-12-20,Twitter,Black Friday,1379.91,80068,3344,98,4405.49,2800.84,16.29,14.08
2025-05-02,Organic,Summer Sale,4085.16,52862,1039,55,16123.45,4548.4,183.34,74.28
2024-09-15,Twitter,New Product,1827.9,87281,4629,18,7275.21,2847.4,142.23,101.55
2024-12-16,Instagram,New Product,2425.78,21336,1775,71,5822.71,2560.15,34.5,34.17
2025-03-28,Google Ads,Black Friday,4830.16,31796,756,49,6802.69,3755.64,-36.92,98.57
2025-05-08,Email,Summer Sale,1248.75,28167,4165,42,1420.44,755.12,-46.72,29.73
2025-03-21,Google Ads,Summer Sale,3620.21,67416,4897,7,15485.57,4529.96,202.62,517.17
2025-02-23,Facebook,Black Friday,3787.83,17818,4380,4,14331.68,2896.62,201.89,946.96
2024-12-18,Google Ads,Brand Awareness,1143.94,39892,1670,43,11098.58,3437.82,569.68,26.6
2025-03-12,Organic,Brand Awareness,2529.93,25488,4751,80,14350.09,4098.42,305.22,31.62
2025-05-25,Google Ads,Summer Sale,1783.5,38952,4699,59,7525.35,3182.49,143.5,30.23
2024-07-18,Twitter,Brand Awareness,3870.94,84904,3471,49,5977.84,3213.2,-28.58,79.0
2025-01-30,Twitter,Brand Awareness,3131.29,95564,4731,60,17259.79,3653.51,334.53,52.19
2024-08-01,Instagram,Brand Awareness,2406.12,14223,3630,6,8506.85,280.14,241.91,401.02
2024-12-03,Organic,Summer Sale,3907.85,62457,472,20,3998.65,1923.41,-46.9,195.39
2024-12-05,Email,Brand Awareness,1214.02,97931,4065,31,15005.97,4815.42,739.41,39.16
2024-10-25,Organic,New Product,3780.43,31261,3246,83,6783.85,1304.52,44.94,45.55
2025-04-04,Facebook,Summer Sale,4333.6,60966,4603,22,4315.84,2720.43,-63.19,196.98
2024-11-24,Organic,Black Friday,4399.18,76520,1964,85,641.56,893.63,-105.73,51.76
2024-10-10,Instagram,Brand Awareness,3929.18,69334,2651,82,19414.97,1629.91,352.64,47.92
2024-09-17,Twitter,Holiday Discount,2069.67,8603,4060,32,9399.06,3591.06,180.62,64.68
2025-02-15,Instagram,Summer Sale,4909.95,78240,4135,47,3318.98,3222.61,-98.04,104.47
2025-03-14,Instagram,Black Friday,1928.99,35261,4991,34,15180.44,2083.3,578.96,56.74
2024-10-12,Organic,New Product,3211.2,16707,3232,27,17764.26,4691.62,307.1,118.93
2024-09-14,Organic,Black Friday,847.32,19009,4696,44,10606.56,3879.73,693.89,19.26
2024-09-08,Instagram,Brand Awareness,4903.22,60763,3800,30,664.35,1354.26,-114.07,163.44
2024-07-03,Google Ads,Holiday Discount,3534.73,53169,2108,33,7366.34,2337.92,42.26,107.11
2024-11-29,Instagram,Brand Awareness,3779.22,19231,1695,27,4937.72,4392.61,-85.58,139.97
2024-09-16,Affiliate,Black Friday,375.59,4246,4642,56,12764.31,131.87,3263.36,6.71
2025-04-22,Organic,Summer Sale,3828.92,59882,3137,23,10425.27,2915.7,96.13,166.47
2024-12-05,Organic,Holiday Discount,3884.88,30825,2842,43,7179.16,1175.16,54.55,90.35
2025-05-03,Google Ads,Holiday Discount,3375.27,16925,2586,83,13005.25,337.82,275.3,40.67
2024-08-27,Instagram,Black Friday,1494.95,2316,3309,54,11730.14,4566.05,379.22,27.68
2025-01-10,Email,Brand Awareness,2473.97,60063,2561,95,18139.15,4085.09,468.08,26.04
2024-08-04,Organic,Black Friday,596.65,84870,2140,68,11976.38,942.76,1749.26,8.77
2024-08-16,Google Ads,Holiday Discount,2384.36,97608,4684,53,10203.47,4187.99,152.29,44.99
2025-02-28,Twitter,Black Friday,1256.93,3026,617,83,16491.03,749.21,1152.4,15.14
2025-03-30,Instagram,Holiday Discount,1778.03,68083,170,40,4128.15,2391.28,-2.31,44.45
2024-06-17,Google Ads,Brand Awareness,854.87,16289,365,60,4946.94,3634.35,53.54,14.25
2024-12-18,Facebook,Summer Sale,1188.77,49886,670,86,15693.11,2678.35,994.81,13.82
2024-06-13,Facebook,Summer Sale,429.01,66020,4113,9,8902.77,4256.89,982.93,47.67
2025-01-07,Instagram,Black Friday,4603.51,40279,503,95,8243.79,3092.05,11.91,48.46
2024-09-19,Google Ads,Holiday Discount,2675.53,88705,2784,10,17752.85,2171.12,482.38,267.55
2024-09-03,Google Ads,Summer Sale,2013.87,86643,2721,10,12241.17,4627.31,278.07,201.39
2024-08-12,Organic,Holiday Discount,2698.39,28279,4757,30,16077.89,200.75,488.39,89.95
2024-11-24,Google Ads,Brand Awareness,3160.05,19356,1008,10,16215.79,2452.23,335.55,316.0
2024-07-30,Google Ads,Black Friday,4613.3,63535,2058,58,2488.53,3310.69,-117.82,79.54
2024-08-12,Instagram,Holiday Discount,934.53,66200,4792,36,13108.68,4183.57,855.04,25.96
2025-03-05,Instagram,Black Friday,1512.98,31043,812,82,19055.08,2714.96,980.0,18.45
2024-12-15,Organic,Holiday Discount,4880.16,96502,1410,44,9652.54,4429.88,7.02,110.91
2025-02-05,Facebook,Holiday Discount,1887.41,13795,4385,57,14670.43,2142.86,563.74,33.11
2024-06-08,Organic,Brand Awareness,161.68,83536,2101,43,11377.98,1599.3,5948.17,3.76
2024-11-28,Email,Black Friday,780.84,87435,246,83,4176.43,4869.58,-188.77,9.41
2024-11-04,Google Ads,New Product,180.38,88111,310,23,3984.35,3342.56,255.8,7.84
2024-09-16,Google Ads,Holiday Discount,4950.12,62513,3958,4,8733.28,2140.38,33.19,1237.53
2024-10-07,Facebook,Holiday Discount,1430.41,23158,4239,12,9711.51,4393.38,271.79,119.2
2024-06-09,Facebook,Summer Sale,4621.54,49630,1330,49,10112.34,3421.74,44.77,94.32
2025-05-27,Organic,Black Friday,4979.64,20005,185,24,19104.52,3196.91,219.45,207.48
2024-11-03,Instagram,New Product,3019.21,85013,2595,13,2095.07,3648.12,-151.44,232.25
2024-11-14,Facebook,Brand Awareness,214.32,86096,3535,68,7672.48,3696.7,1755.07,3.15
2024-06-23,Google Ads,New Product,453.88,92244,418,91,10339.49,2475.06,1632.71,4.99
2025-01-25,Google Ads,Brand Awareness,2433.87,41252,3712,72,19265.94,2108.15,604.96,33.8
2025-01-12,Instagram,New Product,2060.55,46176,4913,90,10135.86,4548.23,171.17,22.9
2024-06-25,Facebook,New Product,3050.58,86490,3504,34,15527.99,2496.29,327.19,89.72
2025-05-05,Instagram,Black Friday,2222.3,97171,4818,9,15010.63,1094.79,526.19,246.92
2025-03-23,Google Ads,Summer Sale,4673.68,85066,4656,10,11372.24,2617.58,87.32,467.37
2025-03-30,Email,New Product,2696.96,1705,4858,65,2700.99,191.42,-6.95,41.49
2025-05-01,Twitter,Holiday Discount,3483.94,52510,4965,72,4453.3,3622.13,-76.14,48.39
2025-05-11,Facebook,Holiday Discount,4487.6,47293,594,74,4878.79,652.38,-5.82,60.64
2024-12-10,Instagram,Holiday Discount,777.02,93582,4649,54,869.33,576.39,-62.3,14.39
2025-03-17,Affiliate,Summer Sale,1187.19,45420,3473,43,7646.44,4732.85,145.42,27.61
2025-03-30,Facebook,New Product,581.23,21152,4950,59,12249.22,3867.33,1342.1,9.85
2024-12-28,Instagram,Brand Awareness,741.21,98391,4855,89,2970.9,2082.86,19.81,8.33
2024-08-27,Google Ads,Brand Awareness,2587.29,60278,2422,95,3583.22,1213.09,-8.39,27.23
2025-04-12,Email,Black Friday,1639.84,56130,4533,59,14169.03,4220.58,506.67,27.79
2024-10-31,Google Ads,Summer Sale,2144.71,68855,4385,67,3468.14,4843.55,-164.13,32.01
2024-06-21,Affiliate,New Product,4913.32,61216,1147,61,2793.18,2551.6,-95.08,80.55
2025-01-11,Organic,Holiday Discount,825.69,74699,2128,38,19559.05,2908.78,1916.53,21.73
2025-02-09,Organic,Summer Sale,2727.02,88141,2576,99,393.23,1230.41,-130.7,27.55
2024-11-28,Organic,Summer Sale,539.41,1209,4213,8,6575.62,2954.47,571.32,67.43
